"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"LHM","LAND & HOMES GROUP LIMITED","Real Estate Management & Development","05/10/2004","SUSPENDED"
"LIC","LIFESTYLE COMMUNITIES LIMITED","Real Estate Management & Development","15/12/1998",847310776
"LIN","LINDIAN RESOURCES LIMITED","Materials","02/03/2000",109551362
"LIO","LION ENERGY LIMITED","Energy","15/02/1972",4973845
"LIS","LI-S ENERGY LIMITED","Capital Goods","28/09/2021",61459222
"LIT","LIVIUM LTD","Materials","30/10/2007",11750049
"LKE","LAKE RESOURCES N.L.","Materials","29/08/2001",47173044
"LKO","LAKES BLUE ENERGY NL","Energy","05/12/1985","SUSPENDED"
"LKY","LOCKSLEY RESOURCES LIMITED","Materials","08/07/2021",2640000
"LLC","LENDLEASE GROUP","Real Estate Management & Development","30/06/1962",3685629942
"LLI","LOYAL LITHIUM LIMITED","Materials","06/07/2021",7196967
"LLL","LEO LITHIUM LIMITED","Materials","23/06/2022","SUSPENDED"
"LM1","LEEUWIN METALS LTD","Materials","29/03/2023",10080638
"LM8","LUNNON METALS LIMITED","Materials","16/06/2021",40816212
"LMG","LATROBE MAGNESIUM LIMITED","Materials","18/12/1986",28182449
"LML","LINCOLN MINERALS LIMITED","Materials","09/03/2007",8225038
"LMS","LITCHFIELD MINERALS LIMITED","Materials","15/03/2024",5487596
"LNR","LANTHANEIN RESOURCES LTD","Materials","09/04/2003",4887272
"LNU","LINIUS TECHNOLOGIES LIMITED","Software & Services","26/07/2011",6151216
"LNW","LIGHT & WONDER INC.","Consumer Services","22/05/2023",10855760639
"LOM","LUCAPA DIAMOND COMPANY LIMITED","Materials","19/12/2006",7371847
"LOT","LOTUS RESOURCES LIMITED","Materials","18/02/2009",330771272
"LOV","LOVISA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","18/12/2014",2319491590
"LPD","LEPIDICO LTD","Materials","19/04/1994","SUSPENDED"
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","Utilities","11/10/2011",19130082
"LPM","LITHIUM PLUS MINERALS LTD.","Materials","26/04/2022",7439040
"LRD","LORD RESOURCES LIMITED","Materials","07/04/2022",1625946
"LRK","LARK DISTILLING CO. LTD","Food, Beverage & Tobacco","12/11/2003",88463682
"LRT","LOWELL RESOURCES FUND","Not Applic","22/03/2018",46346306
"LRV","LARVOTTO RESOURCES LIMITED","Materials","06/12/2021",271411228
"LSA","LACHLAN STAR LIMITED","Materials","28/07/1971",15154392
"LSF","L1 LONG SHORT FUND LIMITED","Not Applic","24/04/2018",1660401009
"LSR","LODESTAR MINERALS LIMITED","Materials","21/12/2007",5413205
"LSX","LION SELECTION GROUP LIMITED.","Not Applic","13/03/2013",83278957
"LTP","LTR PHARMA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","11/12/2023",59722650
"LTR","LIONTOWN RESOURCES LIMITED","Materials","27/12/2006",1055948899
"LU7","LITHIUM UNIVERSE LIMITED","Materials","19/10/2011",5054898
"LVE","LOVE GROUP GLOBAL LTD","Software & Services","05/12/2014",4864100
"LYC","LYNAS RARE EARTHS LIMITED","Materials","11/09/1986",7047775115
"LYK","LYKOS METALS LIMITED","Materials","21/10/2021",5415222
"LYL","LYCOPODIUM LIMITED","Capital Goods","17/12/2004",397004858
"M24","MAMBA EXPLORATION LIMITED","Materials","05/02/2021",3246822
"M2M","MT MALCOLM MINES NL","Materials","10/09/2021",4982464
"M2R","MIRAMAR RESOURCES LIMITED","Materials","22/10/2020",1369040
"M3M","M3 MINING LIMITED","Materials","29/07/2021",2765577
"M4M","MACRO METALS LIMITED","Materials","16/01/1987",31667340
"M7T","MACH7 TECHNOLOGIES LIMITED","Health Care Equipment & Services","30/11/2005",74784725
"MA1","MA CREDIT INCOME TRUST","Not Applic","05/03/2025",323025189
"MAC","MAC COPPER LIMITED","Materials","20/02/2024",1026978040
"MAD","MADER GROUP LIMITED","Commercial & Professional Services","01/10/2019",1110312500
"MAF","MA FINANCIAL GROUP LIMITED","Financial Services","10/04/2017",1073550288
"MAG","MAGMATIC RESOURCES LIMITED","Materials","19/05/2017",15430876
"MAH","MACMAHON HOLDINGS LIMITED","Materials","01/12/1983",527971525
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","Financial Services","30/04/2018",60380988
"MAN","MANDRAKE RESOURCES LIMITED","Materials","29/05/1987",10663419
"MAP","MICROBA LIFE SCIENCES LIMITED","Health Care Equipment & Services","05/04/2022",76134836
"MAQ","MACQUARIE TECHNOLOGY GROUP LIMITED","Software & Services","27/09/1999",1439720670
"MAT","MATSA RESOURCES LIMITED","Materials","20/04/2005",38108353
"MAU","MAGNETIC RESOURCES NL","Materials","05/04/2007",380241276
"MAUCA","MAGNETIC RESOURCES NL","Materials","05/04/2007",380241276
"MAY","MELBANA ENERGY LIMITED","Energy","27/03/1998",84255103
"MBH","MAGGIE BEER HOLDINGS LTD","Food, Beverage & Tobacco","27/08/2004",19126256
"MBK","METAL BANK LIMITED","Materials","02/03/2011",6964426
"MBX","MY FOODIE BOX LIMITED","Consumer Staples Distribution & Retail","07/01/2022","SUSPENDED"
"MC2","MARIMACA COPPER CORP.","Materials","02/04/2025","--"
"MCA","MURRAY COD AUSTRALIA LIMITED","Food, Beverage & Tobacco","30/03/2011",120582976
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","Energy","16/11/2009",36928845
"MCM","MC MINING LIMITED","Energy","24/04/1980",53756113
"MCO","MYECO GROUP LTD","Materials","21/11/1996",9545760
"MCP","MCPHERSON'S LIMITED","Household & Personal Products","30/06/1962",34907667
"MCY","MERCURY NZ LIMITED","Utilities","10/05/2013",7274009913
"MDI","MIDDLE ISLAND RESOURCES LIMITED","Materials","16/12/2010",4408570
"MDR","MEDADVISOR LIMITED","Health Care Equipment & Services","26/05/2011",46365114
"MDX","MINDAX LIMITED","Materials","08/12/2004",144505528
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","Financial Services","03/05/2017",33781631
"MEG","MEGADO MINERALS LTD","Materials","27/10/2020",6295249
"MEI","METEORIC RESOURCES NL","Materials","16/07/2004",149559218
"MEK","MEEKA METALS LIMITED","Materials","21/12/1999",339493635
"MEL","METGASCO LTD","Energy","23/12/2004",4372760
"MEM","MEMPHASYS LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","14/05/2007",11511596
"MEU","MARMOTA LIMITED","Energy","21/11/2007",42419008
"MEZ","MERIDIAN ENERGY LIMITED","Utilities","29/10/2013",13995663875
"MFD","MAYFIELD CHILDCARE LIMITED","Consumer Services","30/11/2016",33186828
"MFF","MFF CAPITAL INVESTMENTS LIMITED","Not Applic","19/12/2006",2248489472
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","Financial Services","01/07/2004",1135537683
"MGA","METALSGROVE MINING LTD","Materials","06/07/2022",5271000
"MGH","MAAS GROUP HOLDINGS LIMITED","Capital Goods","04/12/2020",1273326684
"MGL","MAGONTEC LIMITED","Materials","07/07/1983",10822747
"MGR","MIRVAC GROUP","Equity Real Estate Investment Trusts (REITs)","16/06/1999",8089013445
"MGT","MAGNETITE MINES LIMITED.","Materials","06/04/2006",13309545
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","Materials","23/04/1987",4046807
"MGX","MOUNT GIBSON IRON LIMITED","Materials","12/02/1976",362207057
"MHC","MANHATTAN CORPORATION LIMITED","Energy","29/01/2008",3993281
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","Consumer Durables & Apparel","31/10/1994","SUSPENDED"
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","Consumer Discretionary Distribution & Retail","07/07/2016",157748714
"MHK","METAL HAWK LIMITED.","Materials","19/11/2020",43683323
"MHM","MOUNT HOPE MINING LIMITED","Materials","20/12/2024",5156250
"MI6","MINERALS 260 LIMITED","Materials","12/10/2021","SUSPENDED"
"MIN","MINERAL RESOURCES LIMITED","Materials","28/07/2006",3285791059
"MIO","MACARTHUR MINERALS LIMITED","Materials","06/12/2019",6588962
"MIR","MIRRABOOKA INVESTMENTS LIMITED","Not Applic","28/06/2001",605544875
"MKL","MIGHTY KINGDOM LIMITED","Media & Entertainment","21/04/2021",1512444
"MKR","MANUKA RESOURCES LTD.","Materials","14/07/2020",20269192
"MLG","MLG OZ LIMITED","Materials","04/05/2021",84142923
"MLS","METALS AUSTRALIA LTD","Materials","23/01/1986",13116951
"MLX","METALS X LIMITED","Materials","26/08/2004",514107092
"MM1","MIDAS MINERALS LTD","Materials","07/09/2021",17998803
"MM8","MEDALLION METALS LIMITED.","Materials","22/03/2021",104607331
"MMA","MARONAN METALS LIMITED","Materials","29/04/2022",43269358
"MME","MONEYME LIMITED","Financial Services","12/12/2019",88008632
"MMI","METRO MINING LIMITED","Materials","04/12/2009",298446484
"MML","MCLAREN MINERALS LIMITED","Materials","02/05/2022",5236148
"MMR","MEC RESOURCES LIMITED","Energy","29/05/2006",7399063
"MMS","MCMILLAN SHAKESPEARE LIMITED","Commercial & Professional Services","18/06/2007",940877254
"MNB","MINBOS RESOURCES LIMITED","Materials","18/10/2010",37831935
"MNC","MERINO & CO. LIMITED","Consumer Durables & Apparel","30/10/2024",8853188
"MND","MONADELPHOUS GROUP LIMITED","Capital Goods","28/03/1991",1393561022
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","Materials","25/10/2005","SUSPENDED"
"MOH","MOHO RESOURCES LIMITED","Materials","07/11/2018",2192624
"MOM","MOAB MINERALS LIMITED","Materials","15/01/1987",1733666
"MOT","METRICS INCOME OPPORTUNITIES TRUST","Not Applic","29/04/2019",606710592
"MOV","MOVE LOGISTICS GROUP LIMITED","Transportation","01/07/2022",28075084
"MOZ","MOSAIC BRANDS LIMITED","Consumer Discretionary Distribution & Retail","11/05/2000","SUSPENDED"
"MP1","MEGAPORT LIMITED","Software & Services","17/12/2015",1392090523
"MPA","MAD PAWS HOLDINGS LIMITED","Consumer Services","26/03/2021",26405747
"MPK","MANY PEAKS MINERALS LTD","Materials","16/03/2022",37147101
"MPL","MEDIBANK PRIVATE LIMITED","Insurance","25/11/2014",11897293997
"MPP","METRO PERFORMANCE GLASS LIMITED","Capital Goods","30/07/2014",11864198
"MPR","MPOWER GROUP LIMITED","Financial Services","01/01/1974",2749626
"MPW","METAL POWDER WORKS LIMITED","Capital Goods","01/11/2012",54342470
"MPX","MUSTERA PROPERTY GROUP LIMITED","Real Estate Management & Development","28/11/2014",32902905
"MQG","MACQUARIE GROUP LIMITED","Financial Services","05/11/2007",65761622124
"MQR","MARQUEE RESOURCES LIMITED","Materials","15/03/2017",3883844
"MRC","MINERAL COMMODITIES LTD","Materials","14/08/1981","SUSPENDED"
"MRD","MOUNT RIDLEY MINES LIMITED","Materials","15/09/2004",1946223
"MRE","METRICS REAL ESTATE MULTI-STRATEGY FUND","Not Applic","16/10/2024",268006771
"MRI","MY REWARDS INTERNATIONAL LIMITED","Commercial & Professional Services","11/02/2022","SUSPENDED"
"MRL","MAYUR RESOURCES LIMITED","Materials","21/09/2017",177764135
"MRQ","MRG METALS LIMITED","Materials","08/06/2011",8179556
"MRR","MINREX RESOURCES LIMITED","Materials","11/11/2011",8678940
"MRZ","MONT ROYAL RESOURCES LIMITED","Materials","07/05/2019","SUSPENDED"
"MSB","MESOBLAST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","16/12/2004",2051901407
"MSG","MCS SERVICES LIMITED","Commercial & Professional Services","17/01/2012",792399
"MSI","MULTISTACK INTERNATIONAL LIMITED","Capital Goods","11/02/1993",545216
"MSV","MITCHELL SERVICES LIMITED","Materials","02/08/2011",48830877
"MTB","MOUNT BURGESS MINING NL","Materials","05/09/1985",1358150
"MTC","METALSTECH LIMITED","Materials","24/02/2017",19655179
"MTH","MITHRIL SILVER AND GOLD LIMITED","Materials","18/11/2002",48101962
"MTL","MANTLE MINERALS LIMITED","Materials","11/07/2000",6197446
"MTM","MTM CRITICAL METALS LIMITED","Materials","15/07/2021",57334741
"MTO","MOTORCYCLE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","29/04/2016",153517404
"MTS","METCASH LIMITED","Consumer Staples Distribution & Retail","08/04/2005",3273773839
"MVF","MONASH IVF GROUP LIMITED","Health Care Equipment & Services","26/06/2014",403272059
"MVL","MARVEL GOLD LIMITED","Materials","14/06/2016",11877122
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/12/2003",52386121
"MX1","MICRO-X LIMITED","Health Care Equipment & Services","22/12/2015",33872838
"MXI","MAXIPARTS LIMITED","Capital Goods","07/12/1994",114216354
"MXO","MOTIO LTD","Media & Entertainment","09/05/2011",6962585
"MXR","MAXIMUS RESOURCES LIMITED","Materials","26/10/2005","SUSPENDED"
"MXT","METRICS MASTER INCOME TRUST","Not Applic","09/10/2017",2078849801
"MYE","MASTERMYNE GROUP LIMITED","Materials","07/05/2010",49484314
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","Capital Goods","30/10/1986",85690317
"MYR","MYER HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","02/11/2009",993632788
"MYS","MYSTATE LIMITED","Banks","10/09/2009",601958527
"MYX","MAYNE PHARMA GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/06/2007",566283414
"N1H","N1 HOLDINGS LIMITED","Financial Services","18/03/2016",10566669
"NAB","NATIONAL AUSTRALIA BANK LIMITED","Banks","31/01/1962",98582435782
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","Not Applic","12/11/2014",14500839
"NAE","NEW AGE EXPLORATION LIMITED","Energy","18/02/1994",10637596
"NAG","NAGAMBIE RESOURCES LIMITED","Materials","23/06/2006",12852838
"NAN","NANOSONICS LIMITED","Health Care Equipment & Services","17/05/2007",1366197512
"NC1","NICO RESOURCES LIMITED","Materials","19/01/2022",8446944
"NC6","NANOLLOSE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/10/2017",7216872
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","Not Applic","26/02/2013",18818898
"NCK","NICK SCALI LIMITED","Consumer Discretionary Distribution & Retail","26/05/2004",1236773908
"NDO","NIDO EDUCATION LIMITED","Consumer Services","16/10/2023",171052280
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","Media & Entertainment","06/12/2013",2156636487
"NEM","NEWMONT CORPORATION","Materials","27/10/2023",82295039999
"NES","NELSON RESOURCES LIMITED.","Materials","07/12/2017",5429819
"NET","NETLINKZ LIMITED","Software & Services","13/01/2011",11635345
"NEU","NEUREN PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","03/02/2005",1158340035
"NFL","NORFOLK METALS LIMITED","Materials","22/03/2022",6137390
"NFM","NEW FRONTIER MINERALS LIMITED","Materials","14/12/2010",18950560
"NGE","NGE CAPITAL LIMITED","Not Applic","28/12/2007",34281175
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","Financial Services","28/04/2006",789027879
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","Household & Personal Products","30/10/2020",4064485
"NGX","NGX LIMITED","Materials","16/06/2023",11779539
"NGY","NUENERGY GAS LIMITED","Energy","15/01/1987",33833403
"NH3","NH3 CLEAN ENERGY LIMITED","Materials","30/10/2008",11292096
"NHC","NEW HOPE CORPORATION LIMITED","Energy","16/09/2003",2882593932
"NHE","NOBLE HELIUM LIMITED","Energy","08/04/2022",9425110
"NHF","NIB HOLDINGS LIMITED","Insurance","14/11/2007",3227951944
"NIC","NICKEL INDUSTRIES LIMITED","Materials","20/08/2018",2191667617
"NIM","NIMY RESOURCES LIMITED","Materials","22/11/2021",14777078
"NME","NEX METALS EXPLORATION LIMITED","Materials","06/12/2007",8840857
"NMG","NEW MURCHISON GOLD LIMITED","Materials","22/03/2001",137631901
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Materials","16/11/2020",81013937
"NMT","NEOMETALS LTD","Materials","10/07/2002",38471254
"NNG","NEXION GROUP LTD","Software & Services","18/02/2021","SUSPENDED"
"NNL","NORDIC RESOURCES LTD","Materials","01/06/2022",12232859
"NOL","NOBLEOAK LIFE LIMITED","Insurance","22/07/2021",129286639
"NOR","NORWOOD SYSTEMS LIMITED","Software & Services","27/06/1995",12660574
"NOU","NOUMI LIMITED","Food, Beverage & Tobacco","07/11/1985",37409758
"NOV","NOVATTI GROUP LIMITED","Software & Services","18/01/2016",13004794
"NOX","NOXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/08/2016",20456657
"NPM","NEWPEAK METALS LIMITED","Materials","11/04/2011",3864861
"NRX","NORONEX LIMITED","Materials","15/11/2017",7242541
"NRZ","NEURIZER LTD","Materials","17/03/2005","SUSPENDED"
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","27/07/2018",5061170
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","Not Applic","25/03/2004",32368480
"NSM","NORTH STAWELL MINERALS LTD","Materials","24/09/2020",9543678
"NSR","NATIONAL STORAGE REIT","Equity Real Estate Investment Trusts (REITs)","19/12/2013",3033335313
"NST","NORTHERN STAR RESOURCES LTD","Materials","17/12/2003",21284193342
"NSX","NSX LIMITED","Financial Services","13/01/2005",9622396
"NTD","NTAW HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","15/12/2017",37734212
"NTI","NEUROTECH INTERNATIONAL LIMITED","Health Care Equipment & Services","04/11/2016",29389414
"NTM","NT MINERALS LIMITED","Materials","22/12/1993",2421806
"NTU","NORTHERN MINERALS LIMITED","Materials","15/11/2006",175591694
"NUC","NUCHEV LIMITED","Food, Beverage & Tobacco","09/12/2019",24145985
"NUF","NUFARM LIMITED","Materials","10/11/1988",1374909286
"NUZ","NEURIZON THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","05/10/2001",51692105
"NVA","NOVA MINERALS LIMITED","Materials","11/06/1987",77447380
"NVO","NOVO RESOURCES CORP.","Materials","11/09/2023",35108398
"NVQ","NOVIQTECH LIMITED","Software & Services","13/12/2018",7546097
"NVU","NANOVEU LIMITED","Technology Hardware & Equipment","30/11/2018",23015337
"NVX","NOVONIX LIMITED","Technology Hardware & Equipment","02/12/2015",222619487
"NWC","NEW WORLD RESOURCES LIMITED","Materials","21/09/2005",74366916
"NWF","NEWFIELD RESOURCES LIMITED","Materials","08/06/2012","SUSPENDED"
"NWH","NRW HOLDINGS LIMITED","Capital Goods","05/09/2007",1120120684
"NWL","NETWEALTH GROUP LIMITED","Financial Services","20/11/2017",5430126988
"NWM","NORWEST MINERALS LIMITED","Materials","29/11/2018",4851195
"NWS","NEWS CORPORATION..","Media & Entertainment","19/06/2013",25252004506
"NWSLV","NEWS CORPORATION..","Media & Entertainment","19/06/2013",25252004506
"NXD","NEXTED GROUP LIMITED","Consumer Services","24/08/2009",33167417
"NXG","NEXGEN ENERGY (CANADA) LTD","Energy","02/07/2021",3785103618
"NXL","NUIX LIMITED","Software & Services","30/12/2020",843369994
"NXM","NEXUS MINERALS LIMITED","Materials","23/02/2007",34651218
"NXS","NEXT SCIENCE LIMITED","Health Care Equipment & Services","18/04/2019",28923863
"NXT","NEXTDC LIMITED","Software & Services","13/12/2010",6438430146
"NYM","NARRYER METALS LIMITED","Materials","14/04/2022",6866137
"NYR","NYRADA INC.","Pharmaceuticals, Biotechnology & Life Sciences","16/01/2020",20612703
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","Food, Beverage & Tobacco","19/10/2016",104945543
"NZM","NZME LIMITED","Media & Entertainment","27/06/2016",182262810
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","Food, Beverage & Tobacco","19/06/2007","SUSPENDED"
"OAK","OAKRIDGE INTERNATIONAL LIMITED","Software & Services","22/06/2007",1268902
"OB1","ORBMINCO LIMITED","Materials","15/09/2005",2166590
"OBL","OMNI BRIDGEWAY LIMITED","Financial Services","28/01/2000",382173378
"OBM","ORA BANDA MINING LTD","Materials","29/10/2002",1779799421
"OCA","OCEANIA HEALTHCARE LIMITED","Health Care Equipment & Services","05/05/2017",412811687
"OCC","ORTHOCELL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","12/08/2014",324248163
"OCL","OBJECTIVE CORPORATION LIMITED","Software & Services","17/08/2000",1352543966
"OCN","OCEANA LITHIUM LIMITED","Materials","01/07/2022",3712402
"OCT","OCTAVA MINERALS LIMITED","Materials","16/09/2022",2013307
"OD6","OD6 METALS LIMITED","Materials","22/06/2022",4618126
"ODA","ORCODA LIMITED","Software & Services","15/09/1986",13600408
"ODE","ODESSA MINERALS LIMITED","Materials","03/07/1986",9597195
"ODY","ODYSSEY GOLD LTD","Materials","30/11/2005",14381938
"OEC","ORBITAL CORPORATION LIMITED","Capital Goods","24/01/1989",13802528
"OEL","OTTO ENERGY LIMITED","Energy","22/12/2004",43155088
"OEQ","ORION EQUITIES LIMITED","Financial Services","19/11/1970",2503876
"OFX","OFX GROUP LIMITED","Financial Services","11/10/2013",239182777
"OIL","OPTISCAN IMAGING LIMITED","Health Care Equipment & Services","08/08/1997",102329248
"OKJ","OAKAJEE CORPORATION LIMITED","Materials","11/06/2008",1097352
"OLH","OLDFIELDS HOLDINGS LIMITED","Capital Goods","15/06/1960",10866016
"OLI","OLIVER'S REAL FOOD LIMITED","Consumer Services","21/06/2017",2703660
"OLL","OPENLEARNING LIMITED","Software & Services","12/12/2019",6274770
"OLY","OLYMPIO METALS LIMITED","Commercial & Professional Services","12/09/2017",4931769
"OM1","OMNIA METALS GROUP LTD","Materials","02/03/2022",1736734
"OMA","OMEGA OIL & GAS LIMITED","Energy","25/10/2022",82350529
"OMH","OM HOLDINGS LIMITED","Materials","12/03/1998",260527312
"OML","OOH!MEDIA LIMITED","Media & Entertainment","17/12/2014",748905988
"OMX","ORANGE MINERALS NL","Materials","08/12/2021",3110864
"ONE","ONEVIEW HEALTHCARE PLC","Health Care Equipment & Services","17/03/2016",182927469
"OPH","OPHIR HIGH CONVICTION FUND","Not Applic","19/12/2018",578756365
"OPL","OPYL LIMITED","Software & Services","12/03/1996",5210145
"OPN","OPENN NEGOTIATION LIMITED","Commercial & Professional Services","21/07/2021","SUSPENDED"
"OPT","OPTHEA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/04/1991","SUSPENDED"
"ORA","ORORA LIMITED","Materials","18/12/2013",2259021689
"ORD","ORDELL MINERALS LIMITED","Materials","19/07/2024",28854078
"ORG","ORIGIN ENERGY LIMITED","Utilities","08/07/1961",16710652409
"ORI","ORICA LIMITED","Materials","28/11/1961",7422500491
"ORN","ORION MINERALS LTD","Materials","31/10/2003",89055822
"ORP","ORPHEUS URANIUM LIMITED","Materials","23/01/1986",6169651
"OSL","ONCOSIL MEDICAL LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/08/2005",23032901
"OSM","OSMOND RESOURCES LIMITED","Materials","22/04/2022",31434447
"OSX","OSTEOPORE LIMITED","Health Care Equipment & Services","23/09/2019","SUSPENDED"
"OVT","OVANTI LIMITED","Media & Entertainment","12/10/2000",13507739
"OXT","OREXPLORE TECHNOLOGIES LIMITED","Commercial & Professional Services","21/01/2022","SUSPENDED"
"OZM","OZAURUM RESOURCES LIMITED","Materials","08/02/2021",19723063
"OZZ","OZZ RESOURCES LIMITED","Materials","05/07/2021","SUSPENDED"
"PAB","PATRYS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2007",3086171
"PAC","PACIFIC CURRENT GROUP LIMITED","Financial Services","25/09/1987",337723221
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","Not Applic","21/09/2015",355396672
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","Pharmaceuticals, Biotechnology & Life Sciences","19/08/2015",107092926
"PAT","PATRIOT LITHIUM LIMITED","Materials","09/12/2022",6573734
"PBH","POINTSBET HOLDINGS LIMITED","Consumer Services","12/06/2019",340018404
"PBL","PARABELLUM RESOURCES LIMITED","Materials","29/11/2021",2616600
"PCG","PENGANA CAPITAL GROUP LIMITED","Financial Services","28/02/2001",69389406
"PCI","PERPETUAL CREDIT INCOME TRUST","Not Applic","14/05/2019",525324842
"PCK","PAINCHEK LTD","Health Care Equipment & Services","01/05/2012",58941401
"PCL","PANCONTINENTAL ENERGY NL","Energy","11/09/1986",48819515
"PCX","PENGANA GLOBAL PRIVATE CREDIT TRUST","Not Applic","21/06/2024",161075692
"PDI","PREDICTIVE DISCOVERY LIMITED","Materials","01/12/2010",862216810
"PDN","PALADIN ENERGY LTD","Energy","29/03/1994",1647702392
"PE1","PENGANA PRIVATE EQUITY TRUST","Not Applic","30/04/2019",304106605
"PEB","PACIFIC EDGE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","27/09/2021",97429917
"PEC","PERPETUAL RESOURCES LIMITED","Materials","28/02/2013",9089827
"PEK","PEAK RARE EARTHS LIMITED","Materials","29/11/2006",34857317
"PEN","PENINSULA ENERGY LIMITED","Energy","26/05/1994",90992631
"PER","PERCHERON THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","20/12/2001",10874376
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","Commercial & Professional Services","16/08/2002","SUSPENDED"
"PEX","PEEL MINING LIMITED","Materials","17/05/2007",38351579
"PFE","PANTERA LITHIUM LIMITED","Materials","05/08/2021",6632972
"PFG","PRIME FINANCIAL GROUP LIMITED","Financial Services","07/12/2004",52530793
"PFP","PROPEL FUNERAL PARTNERS LIMITED","Consumer Services","23/11/2017",699526122
"PFT","PURE FOODS TASMANIA LIMITED","Food, Beverage & Tobacco","19/12/2005",2979364
"PGC","PARAGON CARE LIMITED","Health Care Equipment & Services","15/10/1999",653845629
"PGD","PEREGRINE GOLD LTD","Materials","31/03/2021",15098154
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","Not Applic","12/12/2013",1034526613
"PGH","PACT GROUP HOLDINGS LTD","Materials","17/12/2013",354618755
"PGM","PLATINA RESOURCES LIMITED","Materials","29/05/2006",12463607
"PGO","PACGOLD LIMITED","Materials","08/07/2021",8544532
"PGY","PILOT ENERGY LIMITED","Energy","20/04/2006","SUSPENDED"
"PH2","PURE HYDROGEN CORPORATION LIMITED","Energy","12/03/2013",25023215
"PHL","PROPELL HOLDINGS LIMITED","Financial Services","14/04/2021",2505043
"PHO","PHOSCO LTD","Materials","17/12/2009",15729567
"PHX","PHARMX TECHNOLOGIES LIMITED","Software & Services","28/07/1971",40099955
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","Not Applic","19/03/2004",272671907
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","Not Applic","18/12/2014",429059121
"PIL","PEPPERMINT INNOVATION LIMITED","Software & Services","29/05/2008",6634438
"PIM","PINNACLE MINERALS LIMITED","Materials","23/03/2022",2045849
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","Pharmaceuticals, Biotechnology & Life Sciences","16/04/2015",53056101
"PKD","PARKD LTD","Commercial & Professional Services","06/12/2017",3640486
"PKO","PEAKO LIMITED","Materials","02/12/2009",4463226
"PL3","PATAGONIA LITHIUM LTD","Materials","31/03/2023",8239315
"PL8","PLATO INCOME MAXIMISER LIMITED.","Not Applic","05/05/2017",875904384
"PLC","PREMIER1 LITHIUM LIMITED","Materials","11/02/2022",2944485
"PLG","PEARL GULL IRON LIMITED","Materials","20/09/2021",1636334
"PLL","PIEDMONT LITHIUM INC.","Materials","28/03/1983",186519929
"PLN","PIONEER LITHIUM LIMITED","Materials","28/09/2023",6043977
